mtime,stream_id,AR,B,BE,BF,CN,CR,DQ,FQ,HV,PT
2021-11-01T05:00,U9,12637,7280,13535,7941,12337,15435,4796,8238,13983,768
2021-11-01T05:00,Ur,3468,1821,11768,10174,9419,28903,12848,12138,12572,6384
2021-11-01T05:00,Vy,4151,3112,9098,10817,3180,24472,7112,7867,10724,15471
2021-11-01T05:00,W5,4556,7205,4773,11309,362,22186,1912,8812,13217,5977
2021-11-01T05:00,Wd,9472,3020,27424,32100,15530,13986,1891,2530,14969,13212
2021-11-01T05:00,Wi,814,4808,22067,10354,5212,13806,16839,16452,4598,10425
2021-11-01T05:00,Ze,16623,3267,6620,10691,7524,38372,8654,6301,9657,9069
2021-11-01T05:00,Zw,16151,14230,1955,8283,5412,13180,11509,3861,15996,21032
2021-11-01T05:00,af,7590,4383,10351,22602,598,21648,16352,2775,2522,154
2021-11-01T05:00,at,6319,9559,18187,29680,19086,7108,868,9153,12375,999
2021-11-01T05:00,bc,14160,9433,13812,22522,4515,25901,12893,10673,12325,8775
2021-11-01T05:00,bo,10196,10488,1615,22852,14093,11517,6198,12253,6236,4647
2021-11-01T05:00,c4,15220,6030,17159,3800,14359,3895,662,9173,3004,7040
2021-11-01T05:00,ds,4288,4704,10573,17660,15911,18062,9525,14827,12897,7909
2021-11-01T05:00,e1,11743,803,15704,4835,536,4198,13337,15841,1993,14546
2021-11-01T05:00,en,13866,14765,22861,21914,21482,19403,746,18810,20794,30258
2021-11-01T05:00,ep,11316,11475,17293,21428,13149,17979,5914,7896,5045,15197
2021-11-01T05:00,fg,221,17007,1494,16764,875,34456,7892,23056,26513,15336
2021-11-01T05:00,fv,12076,562,17482,12947,11805,11118,1459,17487,2436,10908
2021-11-01T05:00,fz,852,4610,5978,18684,9919,12918,6153,6560,7949,18375
2021-11-01T05:00,g3,4764,3896,17686,16759,15050,22836,5431,9625,16621,7794
2021-11-01T05:00,go,294,14205,20897,21567,18591,32872,4957,10600,8068,7424
2021-11-01T05:00,gt,3048,14836,5375,32973,16747,27263,12526,5498,20862,5119
2021-11-01T05:00,gw,8548,11246,11549,23271,11234,19887,649,1323,16269,1457
2021-11-01T05:00,ho,7829,3799,17461,19886,4709,10120,249,14577,1102,10627
2021-11-01T05:00,hv,5400,1750,10643,15767,6547,4923,8485,5884,486,19714
2021-11-01T05:00,ju,18408,17242,10421,21957,3419,43486,14289,2326,17103,30196
2021-11-01T05:00,jv,393,8924,9947,10098,5078,25460,1037,10944,3889,23626
2021-11-01T05:00,ko,497887,497887,497887,497887,497887,497887,497887,497887,497887,497887
2021-11-01T05:00,ky,15918,11788,3904,13619,16001,12339,6750,14663,4265,1916
2021-11-01T05:00,l3,21114,13364,365,18450,4021,18418,2092,3429,5589,26657
2021-11-01T05:00,l5,11878,28,13497,1763,13909,18094,2664,16249,15487,3876
2021-11-01T05:00,m8,1526,3788,9416,2686,3410,16011,7244,6780,14200,13943
2021-11-01T05:00,n6,11941,10289,9086,8363,891,18085,19651,9308,15183,19801
2021-11-01T05:00,np,15004,7643,15268,17984,10617,14059,12411,10171,3660,17799
2021-11-01T05:00,o2,9120,12429,19268,15323,3812,1851,3764,9753,14454,3389
2021-11-01T05:00,o6,12227,5649,2490,3678,6830,28561,12960,437,13338,8972
2021-11-01T05:00,p8,17342,7730,4324,14129,4491,26379,10283,23015,14825,28010
2021-11-01T05:00,ps,16142,9167,22211,13082,968,34544,14029,18032,2297,5366
2021-11-01T05:00,pu,4861,7627,2199,15950,8818,17926,1747,11300,5603,22862
2021-11-01T05:00,px,13637,11935,18430,5257,11908,2312,7996,22907,15034,10064
2021-11-01T05:00,pz,8177,5495,21054,10797,908,14981,1019,1769,22859,545
2021-11-01T05:00,q5,13814,17645,13654,4801,2584,35530,19738,13412,18310,28954
2021-11-01T05:00,qz,7947,11318,6543,15501,2968,10203,16255,12961,22500,6382
2021-11-01T05:00,t2,17131,899,17746,21934,10236,6268,13838,10579,13583,12903
2021-11-01T05:00,tz,359,1652,11294,11902,1955,24419,8911,12245,5060,11485
2021-11-01T05:00,v3,564,8536,1849,9176,14097,16611,12893,3037,11779,14409
2021-11-01T05:00,z2,12578,10105,15180,11109,10074,28308,4122,13113,14097,11741
2021-11-01T05:05,AB,8867,3545,4100,15010,23943,19231,20676,16227,19761,13534
2021-11-01T05:05,Ax,9909,2525,10889,10440,1916,3088,8828,22540,11519,14396
2021-11-01T05:05,BF,3641,6949,7562,7337,7322,16408,1296,1101,11657,13439
2021-11-01T05:05,Bx,12121,15519,7186,6258,14612,15144,1309,25676,3647,16472
2021-11-01T05:05,C8,16010,7579,10158,1806,17271,14946,15468,23721,8053,22116
2021-11-01T05:05,CL,9598,10932,21377,10155,7273,4658,19599,17466,1931,13338
2021-11-01T05:05,Ct,19846,20558,1446,12562,11963,10824,9633,24488,18536,13396
2021-11-01T05:05,Cx,11439,9231,7628,5739,15387,18392,11927,4951,8419,3849
2021-11-01T05:05,E2,11246,4530,15471,849,16300,4445,21817,8879,2915,25547
2021-11-01T05:05,E5,12299,725,9488,15885,17153,7145,13360,20859,18998,19990
2021-11-01T05:05,EF,13875,10552,14192,5280,7712,1438,16217,5866,8262,9979
2021-11-01T05:05,EM,4449,6121,15674,6617,12059,14809,30,10763,14361,9932
2021-11-01T05:05,EY,15867,11963,3125,12517,966,9226,7608,20125,5591,110
2021-11-01T05:05,Ea,3011,11263,22935,16454,16329,8787,3276,21742,21704,12036
2021-11-01T05:05,Eb,9715,9165,24570,2881,18856,11659,6364,28425,1162,9102
2021-11-01T05:05,Es,13299,3610,3533,1720,11939,10908,2039,2032,15131,4251
2021-11-01T05:05,F1,7571,13963,20823,1088,927,14506,4190,20488,3355,17674
2021-11-01T05:05,FR,15838,17272,19462,13634,18237,11151,1209,9513,20563,92
2021-11-01T05:05,Gm,497887,497887,497887,497887,497887,497887,497887,497887,497887,497887
2021-11-01T05:05,Hk,20777,9194,28044,17098,10043,14509,6539,23735,744,33422
2021-11-01T05:05,Hl,8369,17316,27267,14141,24784,6140,26702,9890,9601,20392
2021-11-01T05:05,I1,8360,13239,6502,10268,21565,15559,17884,21570,2193,11366
2021-11-01T05:05,JZ,12416,3928,7677,3349,7970,12933,2369,29566,4759,9501
2021-11-01T05:05,Jl,6391,12116,24439,16866,26904,3806,5847,17218,14545,28288
2021-11-01T05:05,KO,10994,1029,20049,13132,14539,843,2332,19970,12115,11175
2021-11-01T05:05,Kf,14441,14817,15424,4073,6976,16231,6619,2713,20481,26397
2021-11-01T05:05,L1,13695,7981,14592,9266,15396,9373,8136,25165,19324,20051
2021-11-01T05:05,LM,6034,359,20633,17078,13776,4376,18326,24856,3444,20846
2021-11-01T05:05,Mf,875,6080,2836,10755,16643,7519,5634,202,6020,15222
2021-11-01T05:05,Ms,11977,3958,2488,7956,23083,4524,1649,14803,6034,3664
2021-11-01T05:05,NX,8217,5291,20683,17025,29727,269,1826,4405,11156,2807
2021-11-01T05:05,Na,10226,5674,4312,5448,21705,16024,17224,9216,6252,16603
2021-11-01T05:05,Nt,6450,7611,9224,7812,9026,15781,767,20026,3908,13679
2021-11-01T05:05,O3,3392,4142,12769,3603,7648,17167,6176,321,7911,1806
2021-11-01T05:05,O8,3312,5773,9037,1413,6334,2322,5197,16131,6349,8044
2021-11-01T05:05,Oi,14497,7430,17737,7856,7556,15975,12799,7830,7779,6022
2021-11-01T05:05,Or,21461,4393,8169,5423,28870,397,5273,7013,18083,29474
2021-11-01T05:05,Os,14263,8535,6728,8174,18759,15893,16445,12752,11143,15763
2021-11-01T05:05,PV,10988,15552,5299,8031,314,21895,1759,26,14599,893
2021-11-01T05:05,Pc,15091,5076,9206,9113,14696,21114,11492,25704,21075,621
2021-11-01T05:05,Pu,7435,742,13813,5402,12792,8842,828,22805,214,4583
2021-11-01T05:05,Q6,17664,5396,10542,5528,16917,21676,13778,29563,1011,14321
2021-11-01T05:05,Q7,4243,6046,2408,9750,15052,6935,9869,9456,5178,13696
2021-11-01T05:05,QS,8460,2301,1440,607,3842,21340,10168,28154,15772,28035
2021-11-01T05:05,Qd,946,1175,12612,8255,13039,2553,13096,13034,15565,19453
2021-11-01T05:05,Qs,2249,12235,15217,4076,18418,2608,19096,15915,2838,4453
2021-11-01T05:05,RX,17715,18672,17439,16533,9980,19488,18262,5597,22971,28531
2021-11-01T05:05,Rb,9281,2965,18104,6996,2496,1708,3412,19889,7202,17299
2021-11-01T05:05,Rl,17833,2109,17538,18375,11759,8314,21446,19188,18733,18351
2021-11-01T05:05,Rs,3761,14148,12842,3151,16651,14447,10642,11995,11111,2184
2021-11-01T05:05,Rt,16846,4506,14115,9159,19529,3698,17101,7154,20669,26809
2021-11-01T05:05,Ry,7719,7991,6917,11725,4967,20355,14112,18223,19801,18234
2021-11-01T05:05,U9,10611,2180,10318,18089,23017,898,24786,10518,24934,12149
2021-11-01T05:05,Ur,1680,10087,10968,4935,22129,9519,13706,6982,19866,21812
2021-11-01T05:05,Vy,6039,5502,7465,5140,18073,11628,5461,9630,1670,11758
2021-11-01T05:05,W5,809,906,4265,5660,3975,16013,15855,14300,3106,15315
2021-11-01T05:05,Wd,976,16168,9691,13982,5711,2533,5223,24632,15094,19862
2021-11-01T05:05,Wi,383,16537,17301,10860,11243,9161,4985,20142,13395,1722
2021-11-01T05:05,Ze,2752,16571,21111,800,18329,2998,22390,3721,8598,9581
2021-11-01T05:05,Zw,11449,7603,14391,2218,6121,13555,17915,7971,6432,3181
2021-11-01T05:05,af,4550,2781,5037,83,31450,22931,24653,17604,24554,31168
2021-11-01T05:05,at,6988,11847,14075,3333,6824,17106,8074,3821,6348,10188
2021-11-01T05:05,bc,6873,11417,4332,4839,17615,8111,12529,13746,8945,13187
2021-11-01T05:05,bo,5125,4402,5298,10739,2297,18769,17082,10932,13289,9587
2021-11-01T05:05,c4,14881,11636,6225,21912,10001,9301,2266,32429,25149,28970
2021-11-01T05:05,ds,18875,3470,22931,10210,6921,22778,4027,11799,2433,10943
2021-11-01T05:05,e1,303,17424,5326,18821,12922,0,11429,14294,14328,20868
2021-11-01T05:05,en,5599,2938,5414,8313,28836,3499,5102,14985,8017,30154
2021-11-01T05:05,ep,8901,7221,9294,1936,12516,14672,1050,5702,7539,2114
2021-11-01T05:05,fg,17994,15160,22118,20597,22484,8728,6786,11557,2669,28629
2021-11-01T05:05,fv,5150,6861,10460,9840,504,8245,14173,867,18749,11286
2021-11-01T05:05,fz,17957,12108,26443,17177,2499,18490,21700,7269,6047,11082
2021-11-01T05:05,g3,820,813,5155,10731,15097,12024,3357,6689,18385,17143
2021-11-01T05:05,go,2359,10102,21482,15015,7520,18196,1701,17996,7986,12791
2021-11-01T05:05,gt,15157,2078,13790,4234,22925,17092,10169,19701,12068,1543
2021-11-01T05:05,gw,4741,1411,9325,13444,16766,15582,8607,15246,5477,8562
2021-11-01T05:05,ho,5986,9750,22932,10909,8332,10756,19304,25603,11857,16479
2021-11-01T05:05,hv,7796,15984,21940,15482,3437,6690,16504,5978,11337,23944
2021-11-01T05:05,ju,6132,14233,16203,9444,10060,4277,13180,369,19650,20051
2021-11-01T05:05,jv,12025,10452,12685,11922,23786,20937,10159,26949,1551,9402
2021-11-01T05:05,ko,11653,4428,31272,18378,26778,24543,20659,10932,26604,25960
2021-11-01T05:05,ky,14072,5555,4433,10971,19177,11567,4507,15167,19062,19265
2021-11-01T05:05,l3,13816,13865,24731,9306,6426,5257,9093,14398,2097,13710
2021-11-01T05:05,l5,11090,11847,11009,9938,17647,2883,15143,6165,5768,19635
2021-11-01T05:05,m8,5868,9785,26384,15600,18576,10670,4249,14798,16929,31131
2021-11-01T05:05,n6,4991,17538,8038,1876,9321,17997,21884,4019,12769,8763
2021-11-01T05:05,np,181,8198,17275,9962,5062,14725,16698,17100,5918,17099
2021-11-01T05:05,o2,15209,19074,10657,19786,9063,17726,9752,3486,23678,14943
2021-11-01T05:05,o6,19718,12088,12708,18516,21207,19381,17395,232,19295,9701
2021-11-01T05:05,p8,13497,14576,3635,23147,17518,14388,7901,12532,16930,33530
2021-11-01T05:05,ps,6092,12179,19006,13162,10378,9132,24232,26891,14326,17893
2021-11-01T05:05,pu,1194,11145,7310,15282,25700,21975,13764,9210,20965,454
2021-11-01T05:05,px,6764,19138,28884,21775,18403,8379,7362,1014,10829,13252
2021-11-01T05:05,pz,18734,14775,18803,17185,26611,7210,162,21480,170,3374
2021-11-01T05:05,q5,16620,775,2995,10425,4804,14570,18799,12862,22508,255
2021-11-01T05:05,qz,11137,3027,3346,16011,1158,8538,13263,9507,18654,158
2021-11-01T05:05,t2,8345,3667,24296,16366,4154,13409,22093,365,18761,28145
2021-11-01T05:05,tz,13498,11145,4858,10690,19910,3389,19235,14118,14165,19171
2021-11-01T05:05,v3,13187,3611,18647,1924,8989,6422,7045,4225,6123,5958
2021-11-01T05:05,z2,3144,13312,216,4414,12738,1463,1288,7768,7829,18197
2021-11-01T05:10,AB,33616,12281,9737,25162,19418,8643,13317,15491,3053,5223
2021-11-01T05:10,Ax,28249,27788,1305,17193,21220,23967,15038,5562,7364,1206
2021-11-01T05:10,BF,9782,17775,87,22729,15041,4882,5037,5937,13336,1650
2021-11-01T05:10,Bx,8924,8166,8726,4836,10098,11123,10920,17103,196,2829
2021-11-01T05:10,C8,11958,18504,2027,8661,8440,12795,10930,3365,5659,1840
2021-11-01T05:10,CL,18398,231,2881,10287,2258,6178,2740,1713,5248,629
2021-11-01T05:10,Ct,22503,6014,1010,13104,14804,10348,13720,11357,13321,800
2021-11-01T05:10,Cx,3997,19110,3403,19218,6269,5107,13650,14664,9097,14635
2021-11-01T05:10,E2,19749,15787,527,480,1554,11319,32,7836,6891,14960
2021-11-01T05:10,E5,9691,2870,5224,2683,13060,17398,10168,9026,3875,7902
2021-11-01T05:10,EF,15356,4649,8899,14188,10591,11127,1549,23449,3999,11342
2021-11-01T05:10,EM,15399,15595,9934,22599,11993,12122,2913,17625,6344,12791
2021-11-01T05:10,EY,10742,23516,13221,10891,18263,6890,8838,11370,3325,11298
2021-11-01T05:10,Ea,4030,5995,10986,20477,8776,24364,2399,7903,14588,8182
2021-11-01T05:10,Eb,17813,20465,7899,19235,2173,3822,3741,18920,10742,160
2021-11-01T05:10,Es,9125,12468,11921,16659,12600,18856,9291,4340,11314,14635
2021-11-01T05:10,F1,21462,5004,12896,4854,12290,15523,4411,20309,10790,2567
2021-11-01T05:10,FR,15192,2646,10306,3020,16868,1147,3046,3144,1557,2112
2021-11-01T05:10,Gm,26760,22803,4912,3821,7495,17383,3725,10794,662,10265
2021-11-01T05:10,Hk,17706,4906,421,18728,146,4048,7829,11418,13643,6689
2021-11-01T05:10,Hl,16616,19084,1264,5326,13549,13907,8327,18188,4475,2734
2021-11-01T05:10,I1,4976,26220,12255,321,16380,13461,11246,1082,15341,4201
2021-11-01T05:10,JZ,8743,24965,5667,20807,14650,2409,127,18194,5473,3998
2021-11-01T05:10,Jl,12767,6237,5360,7604,16201,3443,479,6008,1285,6614
2021-11-01T05:10,KO,11284,2301,6492,10252,13140,11193,6234,19472,5328,7268
2021-11-01T05:10,Kf,19877,12477,818,13805,5809,9393,4346,17820,4774,3484
2021-11-01T05:10,L1,19262,775,11035,436,7518,1431,5851,4819,8556,7571
2021-11-01T05:10,LM,20158,4881,10474,23293,7753,17570,11128,23840,12320,15327
2021-11-01T05:10,Mf,5936,6527,6990,15931,6702,2478,2604,23465,4843,2448
2021-11-01T05:10,Ms,23180,22271,4599,7480,16282,16177,10737,11014,5553,10336
2021-11-01T05:10,NX,2080,1199,3156,11833,6624,10390,448,15215,10517,275
2021-11-01T05:10,Na,16039,5102,1020,20157,12176,5199,8208,23263,4702,2548
2021-11-01T05:10,Nt,13565,4286,653,2416,18106,1017,5128,14129,12100,8390
2021-11-01T05:10,O3,2886,14982,11578,14014,2179,7775,3856,6340,13635,1422
2021-11-01T05:10,O8,18394,9291,1664,11640,15510,8347,14135,10176,7307,9844
2021-11-01T05:10,Oi,19533,17456,8072,18853,10462,10386,10009,5729,3869,8585
2021-11-01T05:10,Or,16266,29665,12180,16279,4854,277,5958,28707,4753,7452
2021-11-01T05:10,Os,230,20084,9453,20158,1789,10239,7817,27570,11014,7273
2021-11-01T05:10,PV,20812,12789,11591,10313,18956,17459,11275,6664,9683,13863
2021-11-01T05:10,Pc,4986,22256,4622,5941,1769,6932,8165,21197,8019,11231
2021-11-01T05:10,Pu,15203,994,1946,3385,8518,2034,1012,1642,9617,746
2021-11-01T05:10,Q6,22976,26025,4587,23772,4583,13357,14837,19434,4564,15431
2021-11-01T05:10,Q7,5168,17441,11933,17792,800,13004,5728,1138,3812,6521
2021-11-01T05:10,QS,10416,24718,2593,5768,1994,8497,1762,20915,7811,2860
2021-11-01T05:10,Qd,15124,6563,7512,2746,4262,22603,2498,23990,16365,6433
2021-11-01T05:10,Qs,27913,31997,15086,258,22459,14814,6330,28235,11023,13281
2021-11-01T05:10,RX,2205,13113,8244,9303,7252,4966,11778,19353,5849,8773
2021-11-01T05:10,Rb,21171,16186,8731,13782,3660,12430,5845,7962,9634,10360
2021-11-01T05:10,Rl,16791,24871,5380,23527,2964,433,9792,22486,12530,2439
2021-11-01T05:10,Rs,12049,8917,61,16230,2370,5674,3133,16359,4349,7540
2021-11-01T05:10,Rt,17393,4372,12060,16970,6284,19277,9901,3916,13308,115
2021-11-01T05:10,Ry,8422,11259,6632,1603,8601,5913,9431,501,4756,8995
2021-11-01T05:10,U9,3058,11764,8510,7675,583,10658,3567,10651,3898,6795
2021-11-01T05:10,Ur,10818,9030,9228,6382,10469,9327,2931,1885,13758,5185
2021-11-01T05:10,Vy,10291,15239,9738,10668,15222,2124,746,16603,3057,3798
2021-11-01T05:10,W5,7474,10777,9597,10924,11709,663,7916,14097,4005,4524
2021-11-01T05:10,Wd,20417,1399,3893,8215,13811,4074,10595,372,7854,10112
2021-11-01T05:10,Wi,12338,15179,8867,12552,5384,4670,13158,19155,1788,41
2021-11-01T05:10,Ze,21792,22105,16091,12599,5448,1914,5557,279,14344,12159
2021-11-01T05:10,Zw,2700,10281,13404,13726,7867,16380,1918,19828,4810,5346
2021-11-01T05:10,af,14324,19455,8414,1125,13587,8238,551,52,8521,5925
2021-11-01T05:10,at,17049,16083,10920,14677,4115,3302,13057,7596,6923,10323
2021-11-01T05:10,bc,10699,10938,16320,16685,20246,11383,13536,10641,7191,7721
2021-11-01T05:10,bo,7976,6439,126,4303,4258,9509,17768,18619,97,11754
2021-11-01T05:10,c4,1931,3449,8597,2176,14603,7606,10400,15201,4854,5639
2021-11-01T05:10,ds,26537,19268,11490,1641,20206,11401,5152,24213,4929,639
2021-11-01T05:10,e1,18388,27905,13856,10443,7517,7933,15662,532,15558,13915
2021-11-01T05:10,en,22,26626,6352,17281,4751,4610,10920,6627,12075,2701
2021-11-01T05:10,ep,497887,497887,497887,497887,497887,497887,497887,497887,497887,497887
2021-11-01T05:10,fg,20998,19481,5790,14220,410,7547,1260,18303,9905,1175
2021-11-01T05:10,fv,20974,7316,10422,4037,861,956,6426,2547,9226,6146
2021-11-01T05:10,fz,4690,18105,13812,17239,20848,6999,14462,16588,14790,3984
2021-11-01T05:10,g3,17433,401,4252,14145,6508,8255,1930,3933,8288,8559
2021-11-01T05:10,go,3019,18765,1803,14316,3159,7653,14420,12999,199,1239
2021-11-01T05:10,gt,19190,28955,3145,12560,14666,2236,1448,22987,16761,842
2021-11-01T05:10,gw,12703,23026,9449,16809,695,831,7413,6952,11429,569
2021-11-01T05:10,ho,14981,30533,331,16289,5820,10883,12606,10550,7913,13810
2021-11-01T05:10,hv,9484,2955,402,4370,8560,13709,3572,13846,9429,11472
2021-11-01T05:10,ju,27287,17146,2031,18422,18414,10381,6673,2884,6562,3150
2021-11-01T05:10,jv,24478,17319,10442,10315,16007,910,11703,18635,3118,9590
2021-11-01T05:10,ko,26426,17565,5034,20506,8202,6106,7248,4670,13494,6311
2021-11-01T05:10,ky,5762,6968,11448,9086,3296,566,10505,14534,5486,4882
2021-11-01T05:10,l3,7722,512,6017,7194,13401,11750,10180,8707,10111,4869
2021-11-01T05:10,l5,11250,28088,5708,2198,13758,122,10204,27441,12231,127
2021-11-01T05:10,m8,25878,14692,1878,7831,3697,4876,14408,21380,5037,13249
2021-11-01T05:10,n6,4284,20637,4475,10337,5703,14496,1632,8597,13913,7301
2021-11-01T05:10,np,28926,17422,12807,24317,18157,20717,117,17130,2424,12599
2021-11-01T05:10,o2,1178,18617,6614,14401,10440,8646,14689,17107,6853,7010
2021-11-01T05:10,o6,6169,3024,5312,17301,2705,2272,12477,10516,5767,7632
2021-11-01T05:10,p8,22505,7705,14093,11748,19429,15675,5486,14368,7028,13087
2021-11-01T05:10,ps,11147,25389,6060,6299,16219,12834,2450,27053,12802,12691
2021-11-01T05:10,pu,10151,15579,2942,5657,3228,1788,12202,15608,10105,4224
2021-11-01T05:10,px,30829,29690,9585,18923,1441,18288,1064,20456,6453,14730
2021-11-01T05:10,pz,14260,9537,6419,12656,10834,8534,5311,3238,8827,7765
2021-11-01T05:10,q5,20504,25621,11091,18483,21794,12485,4830,20347,5631,1206
2021-11-01T05:10,qz,9868,24194,6433,1730,1459,9656,14660,7235,9845,7739
2021-11-01T05:10,t2,298,14450,2910,17737,11011,1696,6604,1432,7149,10078
2021-11-01T05:10,tz,3224,9851,6029,5388,15499,14130,4668,13693,10335,9946
2021-11-01T05:10,v3,22751,27843,3917,2377,1850,12686,5240,3506,6535,8512
2021-11-01T05:10,z2,12931,16416,14124,8773,14447,1888,4825,7383,11287,13790
2021-11-01T05:15,AB,11853,6892,6485,12416,2247,3718,1146,9695,5326,14095
2021-11-01T05:15,Ax,20023,6046,5285,1775,14077,13482,12175,9678,1499,5605
2021-11-01T05:15,BF,18380,2589,14479,7458,3108,8866,1657,15975,8791,8568
2021-11-01T05:15,Bx,13181,1396,589,2378,5297,58,15148,8390,1281,13592
2021-11-01T05:15,C8,20523,17345,4386,15912,18031,24128,10748,4439,9703,25297
2021-11-01T05:15,CL,29036,13179,8156,8099,8578,8089,25953,24927,13340,21943
2021-11-01T05:15,Ct,24906,15400,9047,15725,13190,13896,26673,7844,11808,10150
2021-11-01T05:15,Cx,11699,7633,8730,6245,8805,17277,3927,4491,3502,17385
2021-11-01T05:15,E2,17983,7851,16976,6711,13540,2719,17279,13273,8083,11420
2021-11-01T05:15,E5,5182,8368,3942,11989,15673,864,2487,20987,9094,9692
2021-11-01T05:15,EF,1039,2284,22200,3196,8936,22682,10938,19337,14245,14567
2021-11-01T05:15,EM,19046,2814,13392,7818,14724,19473,12039,1392,460,8218
2021-11-01T05:15,EY,8597,9432,12024,1629,11742,4245,9847,11693,1882,6442
2021-11-01T05:15,Ea,15085,6332,386,5533,10938,4071,21740,10093,10041,2363
2021-11-01T05:15,Eb,2665,12544,22199,2885,6582,16358,23528,19883,11623,13798
2021-11-01T05:15,Es,7494,1023,8794,2404,20652,9759,23966,19875,3080,16216
2021-11-01T05:15,F1,18883,54,11600,11331,17670,14099,16463,21934,19686,2864
2021-11-01T05:15,FR,17671,8363,9066,5222,7818,12147,15663,10953,11642,12435
2021-11-01T05:15,Gm,7982,17337,9680,10710,3344,13649,25104,19448,5561,10102
2021-11-01T05:15,Hk,1040,8923,4060,9554,7121,10008,11337,11815,11689,13926
2021-11-01T05:15,Hl,23442,7117,13024,11697,16300,12752,13068,5742,7561,8586
2021-11-01T05:15,I1,7304,3968,6910,5830,5251,8356,4288,6032,4616,119
2021-11-01T05:15,JZ,20444,8709,10962,7324,2273,8913,11489,9088,340,4313
2021-11-01T05:15,Jl,4498,18081,3985,12638,10596,6811,15760,23441,12355,20174
2021-11-01T05:15,KO,8635,1721,3148,1200,13453,8192,170,3914,5437,13849
2021-11-01T05:15,Kf,4073,11859,9854,3694,4078,15564,13539,17834,15639,4828
2021-11-01T05:15,L1,2278,4524,9513,9136,15725,4141,6524,50,4450,4814
2021-11-01T05:15,LM,4614,9562,988,9777,12960,7141,6208,9423,2294,13442
2021-11-01T05:15,Mf,26092,9640,108,9460,10608,3623,13456,16801,9260,415
2021-11-01T05:15,Ms,8964,858,6043,6384,2950,12932,18566,20203,11059,13917
2021-11-01T05:15,NX,27827,5990,16504,14922,2988,6141,18004,14027,3056,19485
2021-11-01T05:15,Na,4271,1245,13071,8172,793,6997,10752,14030,10412,9336
2021-11-01T05:15,Nt,22907,17053,14389,5444,17165,7806,11461,5326,2536,10902
2021-11-01T05:15,O3,13256,15268,17088,2012,11997,5431,10855,1172,9239,13697
2021-11-01T05:15,O8,2465,4819,4738,9188,7097,13483,10519,1457,12067,16409
2021-11-01T05:15,Oi,27466,15205,5926,8765,19717,16692,8271,12682,3807,20559
2021-11-01T05:15,Or,20132,6393,4683,3605,8822,3066,13146,8963,9083,1993
2021-11-01T05:15,Os,11840,3222,7967,6407,16519,5793,22540,11893,6005,3212
2021-11-01T05:15,PV,13831,9260,2543,9567,8815,11757,13003,14349,8803,1347
2021-11-01T05:15,Pc,3290,4023,14517,4664,7636,747,1845,17361,3927,47
2021-11-01T05:15,Pu,21556,3680,15551,5028,16949,17175,3376,6289,7232,18074
2021-11-01T05:15,Q6,12575,10912,4646,1172,6581,16238,17824,14641,14536,23333
2021-11-01T05:15,Q7,9869,6313,3370,3480,7057,13922,10816,4775,8899,14004
2021-11-01T05:15,QS,31686,4830,4576,12323,5572,9183,28584,27754,6576,466
2021-11-01T05:15,Qd,17631,3347,2832,5296,14136,7893,4767,14312,1621,5183
2021-11-01T05:15,Qs,12807,12837,3200,34,9608,7125,6980,2648,5043,16573
2021-11-01T05:15,RX,8561,12332,4234,9492,6700,11206,8608,17686,12544,17875
2021-11-01T05:15,Rb,15652,7343,16300,3663,700,9840,1121,1360,8161,3469
2021-11-01T05:15,Rl,9335,7494,2855,2991,11738,8369,2938,9720,12372,14816
2021-11-01T05:15,Rs,1567,878,2114,4862,8718,2230,14558,4466,6785,7494
2021-11-01T05:15,Rt,3677,14488,7766,11408,3244,6414,6506,11616,4399,7162
2021-11-01T05:15,Ry,497887,497887,497887,497887,497887,497887,497887,497887,497887,497887
2021-11-01T05:15,U9,17669,9930,15360,7018,4689,4346,478,8900,1339,17003
2021-11-01T05:15,Ur,18072,3159,19252,16405,19495,21637,5645,4636,9133,9265
2021-11-01T05:15,Vy,4942,11165,19103,5978,19946,1632,6548,8092,15517,13508
2021-11-01T05:15,W5,13909,10463,9380,6248,14935,13735,18403,248,4017,9666
2021-11-01T05:15,Wd,18377,11855,10412,9437,12519,9790,13066,774,10896,845
2021-11-01T05:15,Wi,4206,9756,18819,13408,391,7051,17557,4189,4413,10827
2021-11-01T05:15,Ze,24054,7958,14431,3529,19225,12947,14448,18429,15982,58
2021-11-01T05:15,Zw,1928,10540,6334,13922,11457,23568,15132,4244,19247,21624
2021-11-01T05:15,af,2591,5934,16686,722,8349,7741,1574,289,4422,14683
2021-11-01T05:15,at,29980,13950,10623,17420,10113,1337,13317,2399,480,15894
2021-11-01T05:15,bc,20469,10094,5665,5212,153,14497,333,10778,5418,381
2021-11-01T05:15,bo,22454,16126,16043,14353,11620,9995,13564,21434,16171,10562
2021-11-01T05:15,c4,23945,15958,19596,15927,8613,13778,19954,1193,11800,4543
2021-11-01T05:15,ds,12997,7034,4404,7529,14240,13136,20452,8309,5184,9261
2021-11-01T05:15,e1,10905,18592,20522,16502,2208,8393,15752,20051,1278,11914
2021-11-01T05:15,en,11147,4342,4461,11204,3230,4839,2743,7214,2147,14176
2021-11-01T05:15,ep,12328,6359,18483,4587,14484,4406,22956,3549,16540,9409
2021-11-01T05:15,fg,20869,7644,15945,9537,7367,7357,4118,16118,5746,10647
2021-11-01T05:15,fv,17180,3855,10896,8448,4712,10792,19084,9092,12742,1798
